",stockTicker,action,date,firm,fromGrade,toGrade"
"3,ACBI,main,2016-07-29,Keefe Bruyette & Woods,,Outperform"
"4,ACBI,init,2016-05-18,FBR Capital,,Market Perform"
"5,ACBI,init,2015-12-08,Keefe Bruyette & Woods,,Outperform"
"0,ACFC,down,2017-06-09,FBR Capital,,Market Perform"
"1,ACFC,init,2013-12-09,FBR Capital,,Outperform"
"0,AAWW,up,2018-01-10,Cowen & Co.,Market Perform,Outperform"
"1,AAWW,up,2017-11-08,Stifel Nicolaus,Hold,Buy"
"2,AAWW,down,2017-04-28,Stifel Nicolaus,,Hold"
"3,AAWW,init,2016-11-17,Imperial Capital,,Outperform"
"4,AAWW,init,2016-08-25,Stifel Nicolaus,,Hold"
"5,AAWW,down,2015-09-25,Imperial Capital,,In-Line"
"6,AAWW,down,2015-07-14,Wolfe Research,,Underperform"
"7,AAWW,down,2015-07-13,Wolfe Research,,Underperform"
"8,AAWW,down,2014-11-21,Wolfe Research,,Peer Perform"
"9,AAWW,up,2014-09-11,FBR Capital,,Outperform"
"10,AAWW,main,2014-05-06,FBR Capital,,Market Perform"
"11,AAWW,main,2014-05-06,Imperial Capital,,In-Line"
"12,AAWW,main,2014-02-13,Imperial Capital,,In-Line"
"13,AAWW,down,2014-02-11,Morgan Stanley,,Underweight"
"14,AAWW,down,2014-01-21,Wolfe Research,,Underperform"
"15,AAWW,down,2014-01-17,Cowen & Co.,,Market Perform"
"16,AAWW,up,2013-10-15,CJS Securities,,Market Outperform"
"17,AAWW,main,2013-09-27,Imperial Capital,,In-Line"
"18,AAWW,down,2013-07-01,FBR Capital,,Market Perform"
"19,AAWW,main,2013-05-03,Imperial Capital,,In-Line"
"20,AAWW,down,2013-03-07,CJS Securities,,Market Perform"
"21,AAWW,main,2013-02-15,Imperial Capital,,In-Line"
"22,AAWW,down,2012-11-02,Stephens & Co.,,Equal-Weight"
"23,AAWW,main,2012-11-02,Imperial Capital,,In-Line"
"24,AAWW,init,2012-10-09,Imperial Capital,,In-Line"
"25,AAWW,down,2012-02-16,Maxim Group,,Hold"
"26,AAWW,down,2012-02-16,Dahlman Rose,,Hold"
"0,AFH,init,2017-05-24,JMP Securities,,Market Outperform"
"1,AFH,init,2015-07-14,PiperJaffray,,Overweight"
"2,AFH,up,2014-11-12,Sandler O'Neill,,Buy"
"3,AFH,up,2014-10-03,Janney Capital,,Buy"
"4,AFH,init,2014-06-10,Janney Capital,,Neutral"
"5,AFH,down,2013-09-12,Sandler O'Neill,,Hold"
"6,AFH,init,2013-03-11,Sterne Agee,,Buy"
"0,TEAM,main,2017-10-20,Baird,,Outperform"
"1,TEAM,main,2017-10-20,Morgan Stanley,,Overweight"
"2,TEAM,main,2017-07-28,BMO Capital,,Market Perform"
"3,TEAM,up,2017-07-25,Morgan Stanley,Equal-Weight,Overweight"
"4,TEAM,down,2017-04-20,Raymond James,,Market Perform"
"5,TEAM,init,2017-04-13,Guggenheim,,Neutral"
"6,TEAM,init,2017-01-05,BMO Capital,,Market Perform"
"7,TEAM,up,2016-12-02,Baird,,Outperform"
"8,TEAM,init,2016-11-15,Pacific Crest,,Sector Weight"
"9,TEAM,init,2016-10-05,Cowen & Co.,,Outperform"
"10,TEAM,init,2016-08-16,Summit Redstone,,Buy"
"11,TEAM,down,2016-08-10,BTIG Research,,Neutral"
"12,TEAM,main,2016-08-05,Oppenheimer,,Outperform"
"13,TEAM,main,2016-08-05,Jefferies,,Buy"
"14,TEAM,init,2016-05-26,Oppenheimer,,Outperform"
"15,TEAM,init,2016-04-14,BTIG Research,,Buy"
"16,TEAM,init,2016-02-10,Baird,,Neutral"
"17,TEAM,main,2016-02-05,UBS,,Buy"
"18,TEAM,up,2016-01-29,JMP Securities,,Outperform"
"19,TEAM,init,2016-01-04,Canaccord Genuity,,Buy"
"20,TEAM,init,2016-01-04,William Blair,,Outperform"
"21,TEAM,init,2016-01-04,Goldman Sachs,,Neutral"
"22,TEAM,init,2016-01-04,JMP Securities,,Perform"
"23,TEAM,init,2016-01-04,Morgan Stanley,,Equal-Weight"
"24,TEAM,init,2016-01-04,Raymond James,,Outperform"
"25,TEAM,init,2016-01-04,Jefferies,,Buy"
"0,ATNI,init,2016-06-22,Drexel Hamilton,,Buy"
"1,ATNI,up,2014-11-03,BWS Financial,,Hold"
"2,ATNI,main,2014-08-01,Raymond James,,Outperform"
"3,ATNI,down,2014-05-01,BWS Financial,,Sell"
"4,ATNI,down,2013-01-23,Stephens & Co.,,Equal-Weight"
"0,ATOS,down,2013-10-07,Sidoti & Co.,,Neutral"
"1,ATOS,init,2013-04-15,Sidoti & Co.,,Buy"
"2,ATOS,down,2013-03-20,Dawson James,,Buy"
"0,ATRC,main,2017-11-02,Canaccord Genuity,,Buy"
"1,ATRC,down,2017-03-06,BTIG Research,,Neutral"
"2,ATRC,main,2016-08-05,Stifel Nicolaus,,Buy"
"3,ATRC,main,2016-08-05,UBS,,Sell"
"4,ATRC,init,2016-06-30,JMP Securities,,Outperform"
"5,ATRC,init,2016-03-29,Northland Securities,,Outperform"
"6,ATRC,main,2015-10-06,Canaccord Genuity,,Buy"
"7,ATRC,init,2015-08-07,BTIG Research,,Buy"
"8,ATRC,main,2015-07-29,Stifel Nicolaus,,Buy"
"9,ATRC,main,2015-03-25,Stifel Nicolaus,,Buy"
"10,ATRC,init,2015-03-11,Dougherty,,Buy"
"11,ATRC,init,2015-03-09,Needham,,Buy"
"12,ATRC,main,2015-02-24,Stifel Nicolaus,,Buy"
"13,ATRC,init,2014-05-30,Stifel Nicolaus,,Buy"
"14,ATRC,up,2012-11-16,PiperJaffray,,Overweight"
"15,ATRC,main,2012-08-06,Barrington Research,,Outperform"
"16,ATRC,down,2012-08-03,PiperJaffray,,Neutral"
"17,ATRC,main,2012-07-03,PiperJaffray,,Overweight"
"18,ATRC,up,2012-06-01,William Blair,,Outperform"
"19,ATRC,up,2012-02-28,PiperJaffray,,Overweight"
"0,ATRI,init,2016-04-25,BWS Financial,,Sell"
"0,ATTU,init,2017-12-18,William Blair,,Outperform"
"1,ATTU,init,2017-12-11,Needham,,Buy"
"2,ATTU,down,2016-11-02,Craig-Hallum,,Hold"
"0,LIFE,down,2016-12-14,JP Morgan,,Neutral"
"1,LIFE,main,2016-08-16,Citigroup,,Neutral"
"2,LIFE,main,2016-08-11,JP Morgan,,Overweight"
"3,LIFE,down,2016-03-31,William Blair,,Market Perform"
"4,LIFE,init,2015-12-16,Citigroup,,Neutral"
"5,LIFE,init,2015-06-01,JP Morgan,,Overweight"
"6,LIFE,down,2013-08-01,Baird,,Neutral"
"7,LIFE,down,2013-05-21,Credit Agricole,,Underperform"
"8,LIFE,down,2013-05-06,Jefferies,,Hold"
"9,LIFE,down,2013-04-16,Credit Suisse,,Neutral"
"10,LIFE,down,2013-04-15,Maxim Group,,Hold"
"11,LIFE,up,2013-04-15,Goldman Sachs,,Neutral"
"12,LIFE,main,2013-04-15,PiperJaffray,,Neutral"
"13,LIFE,down,2013-03-25,Citigroup,,Neutral"
"14,LIFE,down,2013-03-21,Cowen & Co.,,Neutral"
"15,LIFE,down,2013-02-05,Leerink Swann,,Market Perform"
"16,LIFE,down,2013-02-05,Credit Agricole,,Outperform"
"17,LIFE,main,2013-02-05,Credit Suisse,,Outperform"
"18,LIFE,up,2013-02-05,ISI Group,,Neutral"
"19,LIFE,down,2013-01-28,UBS,,Neutral"
"20,LIFE,down,2013-01-22,William Blair,,Market Perform"
"21,LIFE,main,2012-11-02,Jefferies,,Buy"
"22,LIFE,main,2012-08-01,Jefferies,,Buy"
"23,LIFE,main,2012-07-23,Citigroup,,Buy"
"24,LIFE,down,2012-07-11,JP Morgan,,Neutral"
"25,LIFE,init,2012-07-10,ISI Group,,Underweight"
"26,LIFE,down,2012-07-02,Goldman Sachs,,Sell"
"27,LIFE,init,2012-05-25,PiperJaffray,,Neutral"
"28,LIFE,down,2012-05-15,Mizuho,,Neutral"
"29,LIFE,main,2012-04-25,Goldman Sachs,,Neutral"
"30,LIFE,main,2012-04-19,UBS,,Buy"
"31,LIFE,init,2012-03-06,Morgan Stanley,,Equal-Weight"
"32,LIFE,up,2012-02-21,Citigroup,,Buy"
"33,LIFE,main,2012-02-08,Citigroup,,Neutral"
"0,BOLD,init,2017-12-20,H.C. Wainwright,,Buy"
"1,BOLD,init,2017-12-05,BMO Capital,,Outperform"
"2,BOLD,init,2017-10-17,William Blair,,Outperform"
"3,BOLD,down,2017-10-16,Evercore ISI Group,Outperform,In-Line"
"4,BOLD,init,2017-10-12,Raymond James,,Market Perform"
"5,BOLD,main,2017-09-22,Bank of America,,Buy"
"6,BOLD,init,2017-08-17,Evercore ISI Group,,Outperform"
"7,BOLD,init,2016-08-15,PiperJaffray,,Overweight"
"8,BOLD,init,2016-08-15,Cowen & Co.,,Outperform"
"9,BOLD,init,2016-08-15,Wedbush,,Outperform"
"0,AUDC,init,2014-04-29,William Blair,,Outperform"
"1,AUDC,down,2013-10-08,Oppenheimer,,Market Perform"
"2,AUDC,up,2013-01-31,Oppenheimer,,Outperform"
"3,AUDC,down,2012-03-28,Oppenheimer,,Perform"
"0,AUPH,main,2017-10-23,Leerink Swann,,Outperform"
"1,AUPH,init,2017-10-06,Seaport Global,,Buy"
"2,AUPH,down,2017-09-13,Canaccord Genuity,Buy,Speculative Buy"
"3,AUPH,init,2017-04-10,Cantor Fitzgerald,,Overweight"
"4,AUPH,init,2016-11-01,Mackie Research,,Speculative Buy"
"5,AUPH,init,2016-06-30,H.C. Wainwright,,Buy"
"6,AUPH,init,2015-02-02,Leerink Swann,,Outperform"
"0,EARS,init,2017-04-13,Roth Capital,,Buy"
"1,EARS,main,2016-03-15,Jefferies,,Buy"
"2,EARS,init,2014-09-09,Needham,,Buy"
"3,EARS,init,2014-09-02,Jefferies,,Buy"
"4,EARS,init,2014-09-02,JMP Securities,,Market Perform"
"5,EARS,init,2014-09-02,Leerink Swann,,Outperform"
"0,ADSK,down,2017-11-29,Wedbush,Outperform,Neutral"
"1,ADSK,main,2017-11-17,Credit Suisse,,Outperform"
"2,ADSK,main,2017-11-16,KeyBanc,,Overweight"
"3,ADSK,main,2017-11-16,Canaccord Genuity,,Buy"
"4,ADSK,up,2017-11-13,Guggenheim,Neutral,Buy"
"5,ADSK,main,2017-08-28,Citigroup,,Neutral"
"6,ADSK,main,2017-08-25,Credit Suisse,,Outperform"
"7,ADSK,main,2017-08-25,KeyBanc,,Overweight"
"8,ADSK,main,2017-08-25,Morgan Stanley,,Overweight"
"9,ADSK,main,2017-08-25,Cowen & Co.,,Outperform"
"10,ADSK,main,2017-08-25,Canaccord Genuity,,Buy"
"11,ADSK,main,2017-08-25,Barclays,,Overweight"
"12,ADSK,init,2017-08-23,Berenberg,,Buy"
"13,ADSK,main,2017-08-18,Barclays,,Overweight"
"14,ADSK,down,2017-08-03,OTR Global,Positive,Mixed"
"15,ADSK,init,2017-07-19,Deutsche Bank,,Buy"
"16,ADSK,init,2017-05-24,Bernstein,,Outperform"
"17,ADSK,up,2017-05-19,RBC Capital,,Outperform"
"18,ADSK,up,2017-05-19,Bank of America,,Neutral"
"19,ADSK,up,2017-05-01,Morgan Stanley,,Overweight"
"20,ADSK,init,2017-04-27,Credit Suisse,,Outperform"
"21,ADSK,init,2017-01-11,Wells Fargo,,Outperform"
"22,ADSK,up,2016-12-09,Canaccord Genuity,,Buy"
"23,ADSK,init,2016-09-15,Evercore ISI Group,,Buy"
"24,ADSK,init,2016-09-14,Evercore ISI Group,,Buy"
"25,ADSK,down,2016-08-30,Rosenblatt,,Sell"
"26,ADSK,down,2016-08-29,Mitsubishi UFJ,,Underweight"
"27,ADSK,main,2016-08-26,Barclays,,Overweight"
"28,ADSK,main,2016-08-26,UBS,,Neutral"
"29,ADSK,main,2016-08-26,Baird,,Outperform"
"30,ADSK,main,2016-08-26,Canaccord Genuity,,Hold"
"31,ADSK,main,2016-08-26,Cowen & Co.,,Outperform"
"32,ADSK,main,2016-05-16,UBS,,Neutral"
"33,ADSK,main,2016-03-28,Baird,,Outperform"
"34,ADSK,main,2016-02-26,Barclays,,Overweight"
"35,ADSK,main,2016-02-26,Credit Suisse,,Outperform"
"36,ADSK,main,2016-02-26,RBC Capital,,Sector Perform"
"37,ADSK,main,2016-02-26,UBS,,Neutral"
"38,ADSK,main,2016-02-22,Barclays,,Overweight"
"39,ADSK,init,2016-02-09,Mitsubishi UFJ,,Neutral"
"40,ADSK,main,2015-11-22,Wedbush,,Neutral"
"41,ADSK,down,2015-11-20,RBC Capital,,Sector Perform"
"42,ADSK,main,2015-11-20,Barclays,,Overweight"
"43,ADSK,down,2015-11-10,Morgan Stanley,,Equal-Weight"
"44,ADSK,down,2015-11-10,Canaccord Genuity,,Hold"
"45,ADSK,down,2015-11-09,UBS,,Neutral"
"46,ADSK,down,2015-10-30,OTR Global,,Mixed"
"47,ADSK,main,2015-08-28,Wedbush,,Neutral"
"48,ADSK,main,2015-08-28,UBS,,Buy"
"49,ADSK,main,2015-08-28,Barclays,,Overweight"
"50,ADSK,main,2015-08-28,Canaccord Genuity,,Buy"
"51,ADSK,main,2015-08-28,RBC Capital,,Outperform"
"52,ADSK,main,2015-08-05,Goldman Sachs,,Buy"
"53,ADSK,init,2015-08-04,William Blair,,Outperform"
"54,ADSK,down,2015-06-11,Wedbush,,Neutral"
"55,ADSK,down,2015-06-10,Wedbush,,Neutral"
"56,ADSK,main,2015-05-20,Barclays,,Overweight"
"57,ADSK,main,2015-05-20,UBS,,Buy"
"58,ADSK,down,2015-04-30,OTR Global,,Mixed"
"59,ADSK,init,2015-04-09,Berenberg,,Buy"
"60,ADSK,main,2015-02-27,Barclays,,Overweight"
"61,ADSK,main,2015-02-27,Canaccord Genuity,,Buy"
"62,ADSK,main,2015-02-27,Pacific Crest,,Outperform"
"63,ADSK,down,2014-12-16,Bank of America,,Underperform"
"64,ADSK,main,2014-11-21,Bank of America,,Neutral"
"65,ADSK,main,2014-11-21,Barclays,,Overweight"
"66,ADSK,up,2014-10-02,Credit Suisse,,Neutral"
"67,ADSK,up,2014-10-02,Cowen & Co.,,Outperform"
"68,ADSK,main,2014-10-02,Citigroup,,Neutral"
"69,ADSK,main,2014-08-15,JP Morgan,,Overweight"
"70,ADSK,main,2014-08-15,Pacific Crest,,Outperform"
"71,ADSK,main,2014-08-15,UBS,,Buy"
"72,ADSK,main,2014-06-06,Canaccord Genuity,,Buy"
"73,ADSK,main,2014-05-16,Citigroup,,Sell"
"74,ADSK,main,2014-05-16,Barclays,,Equal-Weight"
"75,ADSK,main,2014-05-16,UBS,,Buy"
"76,ADSK,up,2014-05-14,Canaccord Genuity,,Buy"
"77,ADSK,up,2014-04-28,Pacific Crest,,Outperform"
"78,ADSK,down,2014-03-03,Citigroup,,Sell"
"79,ADSK,main,2014-02-27,Morgan Stanley,,Overweight"
"80,ADSK,up,2014-01-30,JP Morgan,,Overweight"
"81,ADSK,up,2014-01-13,Morgan Stanley,,Overweight"
"82,ADSK,up,2014-01-09,Evercore Partners,,Overweight"
"83,ADSK,main,2013-11-04,Pacific Crest,,Sector Perform"
"84,ADSK,up,2013-10-03,Bank of America,,Neutral"
"85,ADSK,up,2013-08-23,B. Riley,,Buy"
"86,ADSK,down,2013-05-17,Pacific Crest,,Sector Perform"
"87,ADSK,main,2013-05-17,Wedbush,,Outperform"
"88,ADSK,main,2013-05-17,Goldman Sachs,,Buy"
"89,ADSK,main,2013-03-19,Jefferies,,Buy"
"90,ADSK,up,2013-03-01,Jefferies,,Buy"
"91,ADSK,main,2013-02-26,Canaccord Genuity,,Hold"
"92,ADSK,main,2013-02-26,UBS,,Buy"
"93,ADSK,up,2013-01-30,Wedbush,,Outperform"
"94,ADSK,main,2013-01-30,Jefferies,,Hold"
"95,ADSK,up,2013-01-25,Goldman Sachs,,Conviction Buy"
"96,ADSK,up,2013-01-24,RBC Capital,,Outperform"
"97,ADSK,main,2013-01-08,UBS,,Buy"
"98,ADSK,main,2013-01-07,Barclays,,Equal-Weight"
"99,ADSK,main,2012-11-16,UBS,,Buy"
"100,ADSK,down,2012-11-08,Jefferies,,Hold"
"101,ADSK,main,2012-09-17,Jefferies,,Buy"
"102,ADSK,init,2012-09-14,Wedbush,,Neutral"
"103,ADSK,down,2012-08-27,Argus Research,,Hold"
"104,ADSK,down,2012-08-24,Canaccord Genuity,,Hold"
"105,ADSK,down,2012-08-24,JP Morgan,,Neutral"
"106,ADSK,down,2012-08-24,Bank of America,,Underperform"
"107,ADSK,main,2012-08-24,Goldman Sachs,,Sell"
"108,ADSK,main,2012-08-24,Citigroup,,Neutral"
"109,ADSK,main,2012-08-24,UBS,,Buy"
"110,ADSK,down,2012-08-24,Canaccord Genuity,,Hold"
"111,ADSK,main,2012-08-24,Barclays,,Equal-Weight"
"112,ADSK,main,2012-08-24,Jefferies,,Buy"
"113,ADSK,main,2012-07-13,UBS,,Buy"
"114,ADSK,main,2012-05-18,Jefferies,,Buy"
"115,ADSK,main,2012-05-18,Bank oferica,,Neutral"
"116,ADSK,main,2012-05-18,UBS,,Buy"
"117,ADSK,down,2012-05-02,Longbow Research,,Neutral"
"118,ADSK,main,2012-03-19,Jefferies,,Buy"
"119,ADSK,main,2012-02-24,UBS,,Buy"
"0,ADP,up,2017-12-11,Goldman Sachs,Neutral,Buy"
"1,ADP,up,2017-12-05,Bank of America,Neutral,Buy"
"2,ADP,main,2017-11-03,BMO Capital,,Outperform"
"3,ADP,main,2017-10-31,Bernstein,,Outperform"
"4,ADP,main,2017-10-26,Barclays,,Equal-Weight"
"5,ADP,main,2017-10-13,Bank of America,,Neutral"
"6,ADP,main,2017-08-17,Citigroup,,Neutral"
"7,ADP,main,2017-08-03,Argus,,Buy"
"8,ADP,down,2017-08-03,Morgan Stanley,Equal-Weight,Underweight"
"9,ADP,up,2017-07-31,Evercore ISI Group,Underperform,In-Line"
"10,ADP,main,2017-07-28,BMO Capital,,Outperform"
"11,ADP,down,2017-07-21,William Blair,Outperform,Market Perform"
"12,ADP,down,2017-07-18,Barclays,,Equal-Weight"
"13,ADP,down,2017-06-20,Goldman Sachs,,Neutral"
"14,ADP,down,2017-06-02,Evercore ISI Group,,Underperform"
"15,ADP,init,2016-12-20,Barclays,,Overweight"
"16,ADP,init,2016-09-09,Wedbush,,Neutral"
"17,ADP,main,2016-08-01,Jefferies,,Underperform"
"18,ADP,main,2016-07-29,Citigroup,,Neutral"
"19,ADP,up,2016-07-11,Bernstein,,Outperform"
"20,ADP,main,2016-05-03,Argus Research,,Buy"
"21,ADP,init,2016-04-15,Compass Point,,Sell"
"22,ADP,up,2016-02-01,UBS,,Buy"
"23,ADP,init,2015-12-17,Sterne Agee CRT,,Neutral"
"24,ADP,main,2015-11-03,Argus Research,,Buy"
"25,ADP,main,2015-08-14,JP Morgan,,Neutral"
"26,ADP,main,2015-03-05,JP Morgan,,Neutral"
"27,ADP,main,2015-01-16,Citigroup,,Neutral"
"28,ADP,down,2015-01-07,Credit Suisse,,Neutral"
"29,ADP,down,2014-12-05,Stifel,,Hold"
"30,ADP,main,2014-10-30,Deutsche Bank,,Hold"
"31,ADP,main,2014-10-30,Citigroup,,Neutral"
"32,ADP,main,2014-10-09,Citigroup,,Neutral"
"33,ADP,main,2014-10-01,Credit Suisse,,Outperform"
"34,ADP,init,2014-09-16,Bernstein,,Market Perform"
"35,ADP,main,2014-09-15,Credit Suisse,,Outperform"
"36,ADP,main,2014-08-13,JP Morgan,,Neutral"
"37,ADP,main,2014-08-01,Raymond James,,Outperform"
"38,ADP,init,2013-12-05,Morgan Stanley,,Equal-Weight"
"39,ADP,main,2013-10-31,BMO Capital,,Outperform"
"40,ADP,down,2013-09-24,RBC Capital,,Sector Perform"
"41,ADP,main,2013-08-14,JP Morgan,,Neutral"
"42,ADP,down,2013-08-02,Susquehanna,,Neutral"
"43,ADP,main,2013-05-17,Bank of America,,Buy"
"44,ADP,main,2013-05-06,Stifel Nicolaus,,Buy"
"45,ADP,main,2013-03-07,BMO Capital,,Outperform"
"46,ADP,main,2013-02-06,BMO Capital,,Outperform"
"47,ADP,main,2013-02-06,Credit Suisse,,Outperform"
"48,ADP,up,2012-10-05,Goldman Sachs,,Buy"
"49,ADP,up,2012-10-05,Goldman Sachs,,Buy"
"50,ADP,down,2012-09-25,UBS,,Neutral"
"51,ADP,down,2012-09-12,Jefferies,,Underperform"
"52,ADP,main,2012-08-13,UBS,,Buy"
"53,ADP,main,2012-08-06,Jefferies,,Hold"
"54,ADP,down,2012-07-06,Raymond James,,Outperform"
"55,ADP,down,2012-06-25,Barclays,,Equal-Weight"
"56,ADP,main,2012-05-25,Stifel Nicolaus,,Buy"
"57,ADP,main,2012-05-02,Morgan Stanley,,Underweight"
"58,ADP,main,2012-05-02,UBS,,Buy"
"59,ADP,init,2012-03-01,UBS,,Buy"
"0,AUTO,up,2017-11-07,Barrington Research,Market Perform,Outperform"
"0,AVEO,init,2017-10-06,Seaport Global,,Buy"
"1,AVEO,init,2016-05-19,PiperJaffray,,Overweight"
"2,AVEO,init,2016-03-30,FBR Capital,,Outperform"
"3,AVEO,up,2015-03-09,RBC Capital,,Sector Perform"
"4,AVEO,down,2013-12-16,RBC Capital,,Underperform"
"5,AVEO,down,2013-05-03,RBC Capital,,Sector Perform"
"6,AVEO,up,2013-05-03,Stifel Nicolaus,,Hold"
"7,AVEO,down,2013-05-03,Canaccord Genuity,,Hold"
"8,AVEO,down,2013-05-02,William Blair,,Market Perform"
"9,AVEO,down,2013-05-02,JP Morgan,,Neutral"
"10,AVEO,down,2013-05-02,BMO Capital,,Underperform"
"11,AVEO,init,2013-04-02,JMP Securities,,Market Perform"
"12,AVEO,main,2013-02-14,Jefferies,,Hold"
"13,AVEO,init,2012-11-14,Stifel Nicolaus,,Sell"
"14,AVEO,main,2012-10-31,Jefferies,,Hold"
"15,AVEO,down,2012-08-03,Jefferies,,Hold"
"16,AVEO,init,2012-03-13,BMO Capital,,Market Perform"
"17,AVEO,init,2012-02-10,Morgan Stanley,,Equal-Weight"
"0,AVXS,main,2017-11-13,Morgan Stanley,,Overweight"
"1,AVXS,main,2017-11-10,Bank of America,,Buy"
"2,AVXS,init,2017-10-27,Canaccord Genuity,,Hold"
"3,AVXS,main,2017-10-12,BMO Capital,,Outperform"
"4,AVXS,main,2017-10-02,Citigroup,,Buy"
"5,AVXS,init,2017-09-15,RBC Capital,,Sector Perform"
"6,AVXS,init,2017-09-07,Barclays,,Overweight"
"7,AVXS,init,2017-08-29,Nomura,,Reduce"
"8,AVXS,init,2017-08-23,William Blair,,Outperform"
"9,AVXS,init,2017-08-17,Evercore ISI Group,,Outperform"
"10,AVXS,init,2017-08-03,Morgan Stanley,,Overweight"
"11,AVXS,init,2017-07-27,Bernstein,,Outperform"
"12,AVXS,init,2017-05-23,Citigroup,,Buy"
"13,AVXS,init,2017-03-30,UBS,,Buy"
"14,AVXS,init,2016-11-14,Stifel Nicolaus,,Hold"
"15,AVXS,init,2016-10-21,Bank of America,,Buy"
"16,AVXS,main,2016-10-12,Jefferies,,Buy"
"17,AVXS,main,2016-09-19,Jefferies,,Buy"
"18,AVXS,up,2016-08-17,Wells Fargo,,Outperform"
"19,AVXS,up,2016-08-12,Jefferies,,Buy"
"20,AVXS,init,2016-07-15,Wells Fargo,,Market Perform"
"21,AVXS,down,2016-06-22,Jefferies,,Hold"
"22,AVXS,init,2016-03-28,Chardan Capital,,Buy"
"23,AVXS,init,2016-03-07,Goldman Sachs,,Buy"
"24,AVXS,init,2016-03-07,Jefferies,,Buy"
"25,AVXS,init,2016-03-07,BMO Capital,,Outperform"
"0,AVNW,init,2015-07-09,H.C. Wainwright,,Neutral"
"1,AVNW,init,2014-09-05,H.C. Wainwright,,Neutral"
"2,AVNW,up,2014-09-03,Needham,,Buy"
"3,AVNW,down,2013-10-03,Needham,,Hold"
"4,AVNW,main,2013-05-02,DA Davidson,,Neutral"
"5,AVNW,main,2013-01-31,DA Davidson,,Neutral"
"6,AVNW,main,2013-01-15,D.A. Davidson,,Neutral"
"7,AVNW,up,2012-11-02,Stephens & Co.,,Overweight"
"0,AVID,init,2015-12-09,Singular Research,,Buy"
"1,AVID,down,2015-08-11,Dougherty,,Neutral"
"2,AVID,init,2015-06-17,Sidoti & Co.,,Buy"
"3,AVID,init,2014-12-02,BWS Financial,,Buy"
"4,AVID,down,2013-07-01,JP Morgan,,Neutral"
"5,AVID,main,2012-10-22,PiperJaffray,,Neutral"
"6,AVID,main,2012-10-22,JP Morgan,,Overweight"
"7,AVID,main,2012-04-27,Dougherty,,Neutral"
"8,AVID,main,2012-04-12,Dougherty,,Neutral"
"9,AVID,main,2012-04-12,PiperJaffray,,Neutral"
"10,AVID,up,2012-02-09,JP Morgan,,Overweight"
"0,AVGR,down,2017-04-12,Oppenheimer,,Perform"
"1,AVGR,down,2017-04-11,Canaccord Genuity,,Hold"
"2,AVGR,down,2015-12-29,Dougherty,,Neutral"
"3,AVGR,init,2015-04-29,Dougherty,,Buy"
"4,AVGR,init,2015-02-24,Canaccord Genuity,,Buy"
"5,AVGR,init,2015-02-24,Oppenheimer,,Outperform"
"6,AVGR,init,2015-02-24,Cowen & Co.,,Outperform"
"0,AVIR,down,2017-02-15,H.C. Wainwright,,Neutral"
"1,AVIR,down,2017-02-14,Ladenburg Thalmann,,Neutral"
"2,AVIR,init,2016-09-21,Ladenburg Thalmann,,"
"3,AVIR,init,2016-07-13,H.C. Wainwright,,Buy"
"0,CAR,main,2017-11-08,Deutsche Bank,,Buy"
"1,CAR,main,2017-11-01,Barclays,,Equal-Weight"
"2,CAR,main,2017-10-12,MKM Partners,,Buy"
"3,CAR,init,2017-09-22,B. Riley,,Buy"
"4,CAR,main,2017-09-15,Morgan Stanley,,Underweight"
"5,CAR,main,2017-08-25,Morgan Stanley,,Underweight"
"6,CAR,init,2017-08-04,JP Morgan,,Overweight"
"7,CAR,down,2017-02-17,Credit Suisse,,Neutral"
"8,CAR,init,2016-10-24,Goldman Sachs,,Neutral"
"9,CAR,main,2016-09-27,Barclays,,Equal-Weight"
"10,CAR,init,2016-08-25,Macquarie,,Outperform"
"11,CAR,main,2016-08-10,Barclays,,Equal-Weight"
"12,CAR,main,2016-08-04,Deutsche Bank,,Buy"
"13,CAR,main,2016-05-05,JP Morgan,,Neutral"
"14,CAR,main,2016-04-12,Credit Suisse,,Outperform"
"15,CAR,init,2016-03-22,Sterne Agee CRT,,Buy"
"16,CAR,main,2016-02-25,Deutsche Bank,,Buy"
"17,CAR,main,2016-02-25,Credit Suisse,,Outperform"
"18,CAR,main,2016-02-25,Barclays,,Equal-Weight"
"19,CAR,main,2016-02-22,Barclays,,Equal-Weight"
"20,CAR,main,2016-02-22,Deutsche Bank,,Buy"
"21,CAR,main,2015-11-16,Barclays,,Equal-Weight"
"22,CAR,down,2015-11-04,JP Morgan,,Neutral"
"23,CAR,main,2015-08-05,Barclays,,Equal-Weight"
"24,CAR,up,2015-07-15,Deutsche Bank,,Buy"
"25,CAR,main,2015-06-25,Credit Suisse,,Outperform"
"26,CAR,main,2015-05-06,JP Morgan,,Overweight"
"27,CAR,main,2015-05-06,Deutsche Bank,,Hold"
"28,CAR,main,2015-05-06,Credit Suisse,,Outperform"
"29,CAR,main,2015-02-20,JP Morgan,,Overweight"
"30,CAR,main,2015-02-20,Deutsche Bank,,Hold"
"31,CAR,down,2015-02-19,Avondale Partners,,Market Perform"
"32,CAR,init,2014-12-04,Credit Suisse,,Outperform"
"33,CAR,main,2014-10-22,Barclays,,Equal-Weight"
"34,CAR,main,2014-10-17,Morgan Stanley,,Underweight"
"35,CAR,main,2014-10-01,JP Morgan,,Overweight"
"36,CAR,main,2014-08-06,Barclays,,Equal-Weight"
